Site,Source,Date,Season,Time,Air Temp (C),cfs,cms,temp,pH,orp,spc,O18,D,D_Ex,Na,Mg,K,Ca,F,Cl,NO2,Br,NO3,Phosphate,Sulphate,Alk,BiCarb
Squaw,C aqifer,8/5/2018,Autumn,14:20,23,0.00095791,0.000027125,8.63,7.6,,512.1,-12.81347377,-94.0060806,8.501709572,2.120904304,37.73445428,1.998453963,70.50411424,0.124592189,1.335473529,0,0,0.032993865,0.339313729,2.56365516,352,429.44
Squaw,C aqifer,9/1/2018,Autumn,11:40,8.5,0.000741608,0.000021,8.5,7.96,,532,-12.80028068,-93.07543741,9.32680802,2.066544475,38.54946054,2.400723483,67.41900329,0.128344415,1.16690073,0,0.190688569,0.210775834,0.344497654,2.513230227,323,394.06
Squaw,C aqifer,10/13/2018,Autumn,12:40,16,0.000941985,2.67E-05,8.8,7.1,,541.4,-14.02575471,-93.74071996,18.46531773,1.873064465,36.96900861,2.004850503,64.47134149,0.126270606,1.120553197,0,0.21526229,0.075966542,0.354790979,2.597059965,316,385.52
Squaw,C aqifer,11/10/2018,Winter,14:20,7,0.00115181,3.26E-05,6.3,6.92,,577.6,-13.49791101,-93.09643397,14.88685413,,,,,,,,,,,,,
Oquer,C aqifer,6/24/2018,Summer,12:30,25,,,11.6,7.68,193.5,244.8,-12.81670906,-91.14481043,11.38886203,1.063871551,4.690294632,0.922961412,35.34636462,0.055584999,0.685365954,0,0,0.092541284,0.784940779,1.60088746,136,165.92
Oquer,C aqifer,7/12/2018,Summer,15:02,20,,,10.9,7.5,183.4,263.1,-12.46165084,-89.66974641,10.02346031,1.335808342,5.133890268,1.904025323,41.3637294,0.069805133,2.047848424,0.121376347,0,0.750668276,0.470886646,2.158627523,166,202.52
Oquer,C aqifer,8/4/2018,Autumn,16:00,22,,,13.01,7.31,209.9,312,-12.32576608,-81.71401741,16.89211124,1.688551238,4.541611311,3.796474552,33.33714824,0.072490156,1.05202569,0,0,0.467378739,0.882335689,1.781390717,148,180.56
Oquer,C aqifer,11/11/2018,Winter,11:00,3,,,3.5,7.48,211.7,252.4,-12.73150598,-89.94122229,11.91082553,,,,,,,,,,,,,
Oak,C aqifer,6/24/2018,Summer,14:50,26,0.000614818,1.74E-05,8.8,7.35,133.6,443.9,-12.89155218,-94.77214963,8.360267821,6.009105583,31.41564996,2.113755733,51.22858703,0.19285046,10.35171152,0.193149566,0.149437283,0.635057548,0,67.49152749,238,290.36
Oak,C aqifer,7/14/2018,Summer,12:32,17,0.000678041,0.0000192,9.8,7.36,,468.8,-12.83047981,-94.18816432,8.455674128,7.159194159,33.67431817,2.877215597,50.46109151,0.1796975,10.84974896,0,0.108799462,0.670741209,0,70.65157965,216,263.52
Oak,C aqifer,8/4/2018,Autumn,15:30,31,0.000364212,1.03E-05,10,7.32,135.4,479.2,-13.41135615,-94.77704614,12.51380303,7.32720126,34.46274765,4.059536943,52.54300688,0.410184342,10.37058314,0,0.881644269,0.728662116,0,65.46724554,200,244
Oak,C aqifer,8/31/2018,Autumn,17:45,18,0.000231387,6.55E-06,9.9,7.07,,460.4,-13.15799622,-95.05790546,10.20606428,8.744898997,32.52656534,4.142402123,50.62632271,0.394561021,11.45478633,0.077671414,0.850553758,1.547819466,0,64.8218914,220,268.4
Oak,C aqifer,10/13/2018,Autumn,17:15,9.3,0.000470123,1.33E-05,9.3,7.32,257,497.2,-13.31297936,-94.61183978,11.89199509,7.260196021,34.98979411,4.168906631,50.15459887,0.401848624,10.09526824,0,0.805346963,0.741133641,0,64.88381497,180,219.6
Oak,C aqifer,11/11/2018,Winter,16:50,7.7,0.000802398,2.27E-05,7.7,7.15,173.5,474.8,-13.64238936,-95.39248537,13.7466295,,,,,,,,,,,,,
Oak,C aqifer,12/17/2018,Winter,13:00,7,0.000553835,1.57E-05,7.6,6.29,211.8,517.1,-12.79011103,-94.70823165,7.61265661,,,,,,,,,,,,,
Riggs Tank,C aqifer,6/24/2018,Summer,17:03,22,0.015930263,0.000451095,10.5,7.66,183.6,393.9,-13.46432676,-96.95295522,10.76165889,2.072216302,18.14428628,0.362885726,45.55756625,0.093704282,2.593813817,0,0,0,0,8.742622041,244,297.68
Riggs Tank,C aqifer,7/12/2018,Summer,16:30,28.5,0.015930263,0.000451095,10.1,7.67,159.7,349.8,-13.40897495,-96.45835435,10.81344524,2.208784028,18.91828472,0.482366736,47.45901574,0.084348674,2.61372544,0.130214711,0,0.027293671,0,8.620625169,244,297.68
Riggs Tank,C aqifer,8/4/2018,Autumn,17:00,23,0.017378469,0.000492104,10.07,7.22,226.2,525,-13.95933907,-97.42754634,14.24716622,2.092394726,18.24403284,0.379310965,46.07691134,0.076143752,2.139715698,0,0,0,0,7.278350842,204,248.88
Riggs Tank,C aqifer,8/31/2018,Autumn,18:45,18,0.017378469,0.000492104,10.1,7.77,,360.4,-14.07167133,-97.38611188,15.1872588,2.601608728,22.28526763,1.925232389,48.65848504,0.097792942,2.35239065,0.065373684,0,0.156440634,0.255379735,7.886904854,230,280.6
Riggs Tank,C aqifer,10/14/2018,Autumn,8:20,5.9,0.02005208,0.000567812,7.2,7.24,213.2,374.8,-12.87699955,-96.43977159,6.576224776,4.101880789,21.47753922,2.989793369,45.05200823,0.098512328,2.352323847,0,0,0.094168945,0,8.149674025,200,244
Riggs Tank,C aqifer,11/11/2018,Winter,10:30,5,0.02005208,0.000567812,7,7.69,169.1,331.2,-13.37855246,-96.65695546,10.37146426,2.740912973,22.14332806,2.075490102,51.40098426,0.099437544,2.25347237,0,0.124503696,0.165797021,0.191625129,8.229337226,210,256.2
Riggs Tank,C aqifer,12/15/2018,Winter,13:00,12,0.016242185,0.000459928,6.7,7.61,180.7,344.4,-13.02117338,-97.09815898,7.071228039,,,,,,,,,,,,,
Bright Angel,C aqifer,11/12/2017,Winter,15:00,6,,,,,,,-13.39302552,-94.70044328,12.44376084,,,,,,,,,,,,,
Bright Angel,C aqifer,6/27/2018,Summer,14:40,23,,,7.8,7.66,187.2,446,-12.77327906,-91.84074692,10.34548552,2.097557817,32.53390638,0.435267866,55.06664895,0.052079805,1.774127694,0,0,0,0.094897472,1.588510258,242,295.24
Bright Angel,C aqifer,7/12/2018,Summer,16:00,,,,8.6,,,447,-13.32906155,-94.80030835,11.83218403,1.705808937,32.17287346,0.084275084,55.32140533,0.058327855,1.52828651,0,0,0,0,1.812262302,290,353.8
Bright Angel,C aqifer,11/11/2018,Winter,15:20,9,,,5.9,8.45,180.1,423.1,-14.18673469,-95.13600967,18.35786781,,,,,,,,,,,,,
Lower Thompson,C aqifer,6/27/2018,Summer,16:50,22,0.000621208,1.76E-05,9,7.46,,181.9,-12.58216688,-90.20236833,-14.70936707,1.132901976,17.04456126,0.446016364,41.55530888,0.048434546,0.990871313,0,0,0,0,1.998424738,144,175.68
Lower Thompson,C aqifer,7/12/2018,Summer,17:00,,0.000359911,1.02E-05,9.8,,,303,-12.93266418,-91.83389214,-14.23790706,0.991569653,16.7095996,0.310178196,41.77849292,0.067657358,1.402903336,0,0,0,0,2.457520385,195,237.9
Lower Thompson,C aqifer,8/6/2018,Autumn,13:00,22,0.000439693,1.25E-05,,,,,-13.64747039,-93.30202042,-11.4171981,1.289365863,21.19463638,1.873675536,44.12937494,0.072256612,0.886289306,0,0,0.027242394,0.222993026,2.326740502,,
Lower Thompson,C aqifer,9/2/2018,Autumn,11:00,19,0,0,10.9,7.54,,339,-12.15617114,-87.91870572,-14.98167888,1.842135372,21.86861102,3.01047506,42.95480697,0.078405361,1.325161406,0,0,0.383598493,0.212365651,2.371283208,236,287.92
Lower Thompson,C aqifer,10/12/2018,Autumn,17:45,11,0,0,7.7,7.45,,397,-13.49733041,-92.62176153,-11.63777908,1.854687511,21.13758805,2.428654707,45.12620465,0.069718501,1.208794275,0,0,0,0,2.216740502,172,209.84
Lower Thompson,C aqifer,11/11/2018,Winter,13:38,2,0.000756295,2.14E-05,5.5,7.23,,316.7,-12.86596355,-92.42090706,-15.22512575,,,,,,,,,,,,,
Lower Thompson,C aqifer,12/15/2018,Winter,10:50,3.8,0.00043318,1.23E-05,4.1,7.01,,380.9,-12.9834798,-92.48383136,-14.58295257,,,,,,,,,,,,,
Upper Thompson,C aqifer,6/27/2018,Summer,17:40,20,0.000159886,4.53E-06,14.8,7.82,126.4,196.4,-12.96239288,-93.84885997,-16.07450268,1.132901976,17.04456126,0.446016364,41.55530888,0.048434546,0.990871313,0,0,0,0,1.998424738,144,175.68
Upper Thompson,C aqifer,7/12/2018,Summer,15:05,,0.000144091,4.08E-06,14.1,,,360,-13.19542542,-95.34653144,-16.17397892,0.991569653,16.7095996,0.310178196,41.77849292,0.067657358,1.402903336,0,0,0,0,2.457520385,195,237.9
Upper Thompson,C aqifer,8/6/2018,Autumn,13:00,,3.76E-05,1.07E-06,,,,,-12.29387189,-90.70063351,-16.93740214,1.289365863,21.19463638,1.873675536,44.12937494,0.072256612,0.886289306,0,0,0.027242394,0.222993026,2.326740502,,
Upper Thompson,C aqifer,9/2/2018,Autumn,10:30,18,0.000611501,1.73E-05,13.2,7.54,134.2,396.8,-13.15006967,-95.76196587,-16.86154787,1.842135372,21.86861102,3.01047506,42.95480697,0.078405361,1.325161406,0,0,0.383598493,0.212365651,2.371283208,236,287.92
Upper Thompson,C aqifer,10/12/2018,Autumn,17:30,9,0.001180994,3.34E-05,8.7,7.43,,476.7,-12.92030032,-93.92952427,-16.40772237,1.854687511,21.13758805,2.428654707,45.12620465,0.069718501,1.208794275,0,0,0,0,2.216740502,172,209.84
Upper Thompson,C aqifer,11/11/2018,Winter,13:00,7,0.00015397,4.36E-06,6.3,7.45,176.6,396.6,-13.94321598,-95.75103712,-12.09174124,,,,,,,,,,,,,
Upper Thompson,C aqifer,12/15/2018,Winter,11:36,3.7,0.000120985,3.43E-06,5.3,7.07,284.7,476.6,-12.94229367,-94.77818643,-17.12442443,,,,,,,,,,,,,
